text,label
"I live in the heart of downtown on Harbourfront. It is close to Harbourfront Centre (2 min walk), Union station (10 min walk), Tim Hortons & Starbucks (across the street), a 24 hours and year-round open grocery shop (Rabba), a Thai restaurant & the best Gelato place in my building! There's TTC streetcar right outside my building, bars and restaurants at doorstep. The CN tower, Rogers Center, ACC literally 5 min walk away. Ten min walk to TIFF! You will love it! Je parle franais galement! :) @ none The neighborhood is really safe. Always something going on: concerts, dancing, festivals, etc! @ TTC streetcar is across the road; and it is a 5 min walk from Union station. You will have access to the gym in the building. And free breakfast! I will make myself available for any questions you might have and will try my best to make your stay as comfortable as possible. - No drinking inside the house. - Keep the house as clean as possible.",1
"Comfortable family home in fashionable Stoke Newington. Close to the River Lea, and (former) Olympic site and in walking distance from Dalston, home to the coolest cafes, bars and restaurants in London. Many local parks nearby, great for kids. @ none @ We will give you a pin code for access to the house keys and instructions for how to collect them from the key cupboard. Stoke Newington railway station close by St end of the road (5-10min walk). Zone 2. Lots of buses You can access the whole property with the exception of our garden office which we are using for storage. You will be able to contact us by phone and email. Please leave clean and tidy. Feel free to use anything but treat with love and care. We would be grateful if you would water our outdoors plant pots in the garden and window boxes if it's very hot. Please check out by midday or if not please advise us so we have a chance to make alternative arrangements with our cleaner.",0
"Panoramic view (without building opposite) on Paris' roofs and historical buildings since a high floor. Secured building with caretaker 24h a day. Breakfast with sunrise. Exclusive use of the appartment. No smoking nor pets allowed. Living room, dining room, little open kitchen really rational, well equipped, induction plate, oven, microwave, coffee machine, basic ingredients.  Bathroom with bathtub, wc, washing machine. Towels and toiletries. Large bedroom with storage units, bed sheets provided.  It is possible to add two mattresses (one place each) in the living room for children, without additional fees. Couch / sofa bed for one person in the living room Teak wood floor. You will live in our apartment, please respect it. Two elevators are going up to the apartment. none Children park in front of the building.  Beaugrenelle area, recently renovated.  Mall open everydays to facilitate your daily life : Marks & Spencer (open even on sunday), Monoprix right next to the building (closed on sunday), other supermarkets like Carrefour Market open on sunday and at 5mn walking. You can also go shopping and have distractions : cinema, restaurants, starbucks coffee.  At the same time, you will discover charm of Paris with Saint Charles district, little stores, Saint Charles street, Lourmel street (butcher's, fish shop, cheese shop, fruits and vegetables shop, bakery, cellar to taste french wine, newspaper, drug store...) St-Charles market :  St-Charles street, between Javel street and St Charles roundabout.  Tuesday and Friday morning. You will enjoy nice walks along the Seine. In two minutes you will walk down from Grenelle bridge to ""swan path"", l'alle aux cygnes and you will reach Bir-Hakeim bridge to meet the Eiffel Tower and Champ de Mars in 15 minutes walk @ Subway :  5 minutes walking to M 10  Charles Michels  10 minutes walking to M 6 Bir-Hakeim et M6 Dupleix  Train : RER C Going from Javel station (10 minutes walking) to go to the castle of Versailles or the Champ de Mars and the Eiffel Tower, the Invalides, Pont de l'Alma, Orsay Museum, Notre Dame, Saint Michel Bus : 3 lines : 70 (from Charles Michels to htel de ville) 42 and 88. Bateau bus  depuis la tour Eiffel Vlo : Station de Vlib' au pied de limmeuble Autolib (voitures lectriques) au pied de limmeuble 10mn walking from JAVEL Station (RER C) 10mn walking from subway stations BIR-HAKEIM (M6) and DUPLEIX (M6) 5mn walking from subway station CHARLES MICHELS (M10) I will be available to welcome you and you will have documentation to make your stay easier. No smoking. No pets. Please respect the calm of the place.  No shoes in the apartment, please leave them at the entrance door.",1
"@ Great City Centre location, only a few minutes away from the Vienna Opera House and the well known shopping street ""Krntnerstrasse"". The apartment is in a beautiful building of the Biedermeier period and has excellent public transport facilities very close by:  U1 (station ""Taubstummengasse""), tramways #1, #62 as well as the ""Badnerbahn""  The very quiet apartment has approximately 52 m. The flat is in the first floor and all windows face an interior courtyard, therefore is is very quiet and relaxing. Up to 4 people can be accomodated. The apartment has one bedroom, a living room (with a sofa that sleeps two) a large kitchen and a bathroom with a bath m tub, as well as a toilet..  Facilities  - Double bed (and if necessary a sofa which sleeps two people)  - 4 hotplates, dish washer, coffee maker, hot water boiler, toaster  - Bathtub  - Washing machine  Included in the price - our service to you  - Bed linen and towels  - Washing machine  - Dish washer  - Landlord can be called any tim none @ @ @ @ @ NO SMOKING",2
"A spacious, central and private basement one bed flat, with garden and BBQ space available for rent for the World Cup. Options to accommodate another 2 persons if required. Dog friendly. Twickenham station is a 2 minute walk, the stadium is 8 mins. Please treat my home as you would yours, and enjoy the space! Dogs are allowed, but please make sure they are left outside or in a secure location if you are to leave them in the property for long periods of time. I can recommend a dog walking service if required throughout your stay. none The flat is located 2 minutes walk from the river front. There is Marble Hill park ( a personal favourite), with associated Stately Homes and a boat that can take you across the river to Ham house, which has over a 100 miles of national park walks. There is also a boat that can take you to Hampton Court Palace. We are 2 minutes from Church Street, which provides a plethora of pubs, restaurants, markets ( Saturday and Sunday) and boutique shops- including a food hall for your pleasure. Twickenham high Street is a three minute walk. There is a car park linked to Waitrose on the opposite side of the road. About a 30 second walk. I suggest on match day that your car is securely located here. The property is so centrally located, it is important to factor that here will be on Rugby day's a higher proportion of pedestrians located on Twickenham's streets. Twickenham is a 25 minute commute to Waterloo, Reading (45minutes), Windsor (45 minutes) and there are bus services that can get you to Richmond (2 minutes- with Tube amenities), Kingston, Hampton Court, and Heathrow ( approx 20 minutes). The whole flat, including the Garden is your space. A gas BBQ and space for bikes etc are available. If you need any help, I will always be accessible. You will also have details of neighbours, who can offer you access to the property, insights into local attractions and provide recommendations on local amenities. -Please keep the flat clean and tidy, and on leaving in the state you would have received the property in. Otherwise an option is that I charge a flat rate of 25 upfront for  The premises should always be securely locked up if you are not present. This includes securing the front and back patio doors.  Lights and electrics shoudl be used in a considerate fasion and should not be left on if you are not on teh premises.  Please treat my neighbours politely. Noise will of course happen, but please be respectful.",0
"Walk to Wrigley (4 blocks), to lake, theaters, restaurants, RedLine el (1 block). Park behind building. Garden 2 BR.  2 queen beds.  With rollaway and couch, could accommodate up to 6.  We also have a fold up crib. Easy access to el downtown Chicago, the Bean, and Mag Mile.  Perfect location in a Vintage brick 3-flat.  Garden unit.  2 BR.  2 queen beds.  With rollaway and couch, could accommodate up to 6.  (We also have a fold up crib.).  Walk to the lake, to Wrigley Field, to Halsted Days, to theaters (Theater Wit and Stage 773 are 3 blocks west, and long-running Blue Man Group is a block east; Steppenwolf is a longer walk or a short bus ride; Goodman Theatre an el ride downtown, and SO many more!).  DePaul University is just south of us. A wonderful space!  2 BRs - One private, one semi-private (partial height wall, no door) with an 11 foot ceiling.  Exposed brick and stone.  About 750 sf, garden apartment.   All new!   Free parking for one car behind building, if needed; just let me know you need the spot. Entire apartment.  Building Laundry facility available for longer stays. As much or as little as guests prefer. It's wonderful Lakeview!  From here, walk to the lake, to Wrigley Field, DePau none It's wonderful Lakeview!  From here, walk to the lake, to Wrigley Field, DePaul University, Boys' Town, several theaters including Blue Man Group (at the corner), comedy clubs and The Vic, cafes, restaurants.  Or walk a block to the el/subway, buses and head somewhere else in Chicago--a quick train ride to Millennium Park, the Museum Campus, and Soldier Field (da Bears!). Please flush NOTHING down the toilet except toilet paper!  No Kleenex, no diapers, no feminine products, no baby wipes, no toothbrushes.  It works by ejector pump and other things will get stuck.  It works wonderfully but will not know what to do with unexpected items except grind to a halt. Get anywhere from here:  red line, brown line, Halsted and Clark buses.  Four blocks from Wrigley Field, a stroll to the lake.  Quiet street.  Parking for one car in the back. Entire apartment, except for my supply closet.  Laundry facility in building available for longer stays. As much or as little as guests prefer.  I usually check in by text or email to see if there's anything my guests need. Be Respectful:  take care of my home and be respectful of others in the building and neighborhood.  NO smoking!  Quiet hours:   10:30pm - 8:30am.  Beware your shoes on our new floors and carpet! Please be sure the outside doors - both front doors as well as back doors - are locked when you come and go.  No parties, No drugs!",3
"If you're looking for a beautiful Downtown Pasadena apartment then this cozy two bedrooms/bathrooms is the place for you with a luxury hotel standard! We are conveniently located near the metro, freeways, restaurants and beautiful Old Town Pasadena!! Hello and welcome to Pasadena! Enjoy your time away from home in a modern and bright 2 bedroom/2 bath apartment in a quiet and gated community in Pasadena. Location: Old Town Pasadena If you don't have a car, please don't worry you are walking distance to public transportation. Amenities: Property has a 24 hr open fitness room. Fully equipped kitchen with appliances (stove, oven, dishwasher, fridge and freezer, coffee maker, toaster, kettle and microwave), washer&dryer inside the unit. We provide all linens and towels as well as a hair-dryer, iron and vacuum cleaner. Free parking (one car) and WiFi: You will benefit from free wireless internet and will have your own parking space in an underground parking. Great neighborhood: Prime location, safe, quiet and conveniently located next to a variety of international restaurants, shopping stores and movie theaters. Minutes from Trader Joe's, Whole Foods and other grocery stores. none Old Pasadena is the business district of Pasadena, a lively and diverse city located just ten miles from downtown Los Angeles. This eclectic old town area features entertainment and activities for kids and adults alike: museums, galleries, and music events, as well as movies, shopping, restaurants, and outdoor cafes. Families often stop by after sports events at the Rose Bowl; this clean and safe district is pedestrian friendly and provides convenient parking and easy access to public transportation, served by major bus lines and two Metro Gold Line stops. Welcome to Old Pasadena! @ @ Guest will have access to all of the amenities, 24Hr Gym, Business Center, WiFi Internet and Cable TV. @ Please read the following instructions carefully - To benefit all residents and to insure proper use of both the rented premises and the entire building, Guests agree to comply with the following Rules and Regulations; NO SMOKING -- this building, per the onsite management and the City of Pasadena, is a 100% SMOKE-FREE ZONE; including both private and communal areas, the unit itself and any other public areas within the building and the communal property regardless of whether inside or out. You must be totally off of the premises and on public property to smoke. If you're a regular smoker and feel you'll have a hard time following this rule we kindly suggest you look into another property. Evidence of smoking will result in a complete forfeit of the security deposit. NOISE -- We have a zero-tolerance policy with noise complaints. We ask that you please respect our neighbors and keep noise to a minimum. QUIET HOURS from 10PM-8AM (week) and 10PM - 9AM (weekends). NO LARGE GATHERINGS/PART",3
"My place is close to The L train,also the 17 bus to the west side and the east side,there is also shopping all over the neighborhood, restaurants and dinin, family-friendly activities.. Youll love my place because of It's where my heart is its family oriented,warm,friendly atmosphere,, the comfy bed,, the coziness,just the place you'll love to stay in.. My place is good for couples and solo adventurers. @ none @ @ @ @ @ @",2
"A nice, comfortable and modern apartment in Barcelona. Located at Gracia neighbourhood, 4 bedrooms  2 dobles and 2 singles adequated with what you need.  Just 3 blocks away from the Joanic metro station, 5 blocks away from the famous temple of Antoni Gaud, La Sagrada Familia. The neighborhood of Grcia is just one stop up from the top of Passeig de Grcia. Place to be enjoyed with family,friends or even for professionals. This apartment is provided with a concierge service 24 hrs (Me) @ none @ @ @ @ @ @",0
"The apartment can accommodate 2 adults and has a large kitchen equipped with dishes, dishwasher detergent for cleaning; a living room with dining table and sofa; balcony overlooking the river and the mountains; 1 double bedroom with a very large ward Comfortable and lovely apartment on the second floor of a recently built house. It is located just 1.2 km from the beaches of Lake Garda and 1 km from the center of Riva del Garda, but at the same time in a very quiet and natural location, adjacent to a hill of olive trees and overlooking the creek Albola.The apartment can accommodate 2 adults and has a large kitchen equipped with dishes, dishwasher detergent for cleaning; a living room with dining table and sofa; balcony overlooking the river and the mountains; 1 double bedroom with a very large wardrobe (possibility of a cot on request for children up to 2 years), bathroom with shower and towels available; gallery with sloping ceilings with TV, radio, reading corner and relaxing area. The apartment has private parking. Cleaning fee included none Welcome to the wonderful Riva del Garda, a town strategically located on Lake Garda for those who want to enjoy a relaxing holiday but at the same time dynamic. Riva del Garda offers the chance to practice many outdoor sports such as mountain biking, hiking, climbing, climbing, paragliding, windsurfing, swimming, canoeing and more. All with short and easy movement. The apartment Dew offers linen and towels included in the price. Free parking available for our guests. Parking facilities for bicycles. Possibility of cot for babies up to 2 years available free on request Riva del Garda  un buon punto stra @ @ @",2
"Far from the traffic, in the center of the city, bright and comfy. MTR, Bus, Taxi Stand, Mini Bus, Tram, everything around in less than 5 mins. You will love it! @ none High Street is the next road, full of restaurants and pubs @ @ @ @ @",2
"A beautiful and bright two bedroom apartment. A genuine love of space, texture, & beautiful objects including a large balcony, located in Berlins most charming district full of delicious restaurants & cafes. Very central, yet quite and peaceful. The fully refurbished apartment is in a house of a turn of the century building. The charming accommodation has 1 bedroom, 1 big living room incl. a big dining table, bathroom (tub), a big balcony and a bright kitchen.  The apartment has everything what you need for your trip to Berlin and is fully furnished.  Free high-speed Wi-fi The flat is very central, yet quiet and peaceful. An ideal starting point to conquer and discover Berlin.  It's very close to public transport: 1 minutes to Tram which directly takes you to Alexanderplatz within 10 min.  4 min to S Bahn which directly takes you to Zoologischer Garten, Charlotten Burg or Potsdamer Platz within 20 min. Mauerpark 15 min by foot, Helmholzkiez 2 min by foot. none @ @ @ @ You can always reach me via mobile, email if you need any advice, have any questions or issues. There also will be a direct contact person in Berlin that you can reach, in case I will be out of the city. No smoking and no illegal streaming TV, films, songs etc. in the flat. Whilst it's illegal to stream in most countries in Germany they take impose large fines and catch almost everyone doing it. If you do stream illegal content (e.g. BitTorrents, Popcorn Time etc) during your stay you will be liable for all fines (which can be 1000's) and legal costs.",1
"The apartment is close to Passeig de Gracia, Arc de Triomph, Plaza Cataluna.  Youll love my place because it is located in the city centre. You can find a big supermarket, many bars and restaurants in the neighborhood. The beach is 10 minutes away by metro (metro station in front of the apartment and also many buses).  There is a lot of light, the bedroom is spacious and has a balcony. You will share the apartment with friendly people who speak mostly English, Spanish and French. @ none @ @ @ @ @ @",2
"@ Hello, we are renting a wonderful duplex in the heart of Saint Germain des Prs, located in the famous Latin Quarter, at 5-minute walking distance from the Sorbonne, Notre Dame and Luxembourg garden.  The apartment is overlooking a beautiful hotel, and is situated in a very quiet backyard. You will be waken up by the birds singing, very rare in Paris, especially in such a lively neighbourhood! This apartement is very well located, les than 5 min from the metro, buses, banks, bakeries, convenient stores, cafes and 30 seconds from the lively St Andr des Arts street, filled with restaurants and shops.  Public transportation nearest metro stations : St Michel/Odon/St Germain des Prs on line 4, more than 10 buses lines within a 5 minutes range.  The apartment has a big entrance, a living room, a kitchen and separated toilets on the first floor, and 2 big and typical rooms (one of them fully equipped for a baby), an office and a bathroom with a big bathtube, a baby bath and toilets upstai none The 6th district of Paris is one of the oldest neighborhoods of the city, with its typical buildings and charming apartments. @ @ @ I am committed to answer very fast to e-mails and sollicitations! I value communication before and during the stay, so don't hesitate to ask as many questions as you need @",0
"The house is situated in oud-zuid near the entrance of the Vondelpark. It has a private room with shared bathroom. Public transportation is in front of the house which will take you to the center within 15 minutes. By bike it will take you 10 minutes The room is situated on the back of the House. none @ @ The tram does leave in front of the house. It will take you in 5-10 minutes to the museumsquare, 15 minutes to the leidsesquare and 25-30 minutes to the central station. But the best way to explore Amsterdam is by bike. There are several bike rentals in the neighbourhood. Of course you can also make use of the living room and the kitchen. Feel free to cook your own meal or watch TV We do live with 4 persons in the house, during the day we all work and in the evening we are mostly at home. Feel free to ask for tips, we do like some interaction with our guests. @",0
"My place is close to The York, Cafe De Leche, The Hermosillo, Sonny's Hideaway, and Donut Friend. Youll love my place because of it has lots of great venues to walk to, enclosed yard, lower outdoor patio area. My place is good for couples, solo adventurers, and furry friends (pets). The interior contains NO FURNITURE -- just an air mattress, refrigerator, washing machine, hot plate & microwave.   Outside are two chairs and a small table. none You'll be about a five minute walk from a number of awesome restaurants and bars.  The neighborhood itself is very quiet and situated on a hill.  It's also about ten minutes walking distance from Occidental College. @ Downtown is about a 15 minute drive (without traffic), as are downtown Pasadena and Echo Park. The entire property is enclosed using locked gates and fences.  Your entrance to the property would be through a side gate.  The entrance to the living space is separate from the upper flood and would be only accessible by you. @ - Please note that the space is the lower level of a home; be respectful of the guests above - If you have a dog that barks we ask that you do not book with us",0
"The apartment is new right in the center of Madrid. It's a forth floor with elevator and located in Lavapis, a multicultural and fun neighborghood. The house is five minutes walking from the main museums of the city: Reina Sofa, Thyssen y Museo del Prado. The house, quite and beautiful, is close to bars, terraces, shops and the most turistic sites of Madrid like Plaza Mayor and Puerta del Sol. This apartment will make you feel like a ""madrileo"" and will let you explore the city walking. El apartamento es un duplex en el ltimo piso del edificio, un cuarto piso con ascensor, convirtindolo en un lugar luminoso y silencioso. La casa est recin reformada y equipada. A 80 metros de la Plaza de Lavapis, en pleno centro del barrio ms animado y vivo de Madrid. none El barrio de Lavapis es el ms multicultural de Madrid. Las calles de este vecindario estn llenas de vida, de bares, terrazas y msica en la calle. Su ubicacin permite llegar andando en menos de un cuarto de hora a los principales museos y a los sitios ms tursticos de la capital. @ The apartment 80 meters away from Lavapis metro station. @ Los huspedes podrn contar con la ayuda y el asesoramiento del anfitrin antes y durante su estancia. @",3
"Seven Suites is a stylish and comfortable B&B located in Testaccio district, the heart of old Rome... Seven Suites is a stylish and comfortable property located at the apartment number ""Seven"" of an historic building of the Testaccio district, the heart of old Rome, a neighborhood that has maintained over time the original spirit and the familiar flavor which are typical of the city eternal. Our Suites are equipped with all comforts, they are a practical solution for those who want to visit Rome without giving up those little comforts that make your stay unforgettable. Our residence has been recently renovated with the highest quality materials and designed to meet the needs of every guest. At the Reception, besides the presence of our qualified staff, you will find useful informations for your stay, city maps and transport, bus and metro tickets, tour guides, possibility to book tours, bike and sagways tours, and a computer with free wi-fi. In addition to this, upon request, you can get ironing and tailoring services, luggage valet through ""Free Bags"" service, and in order to really t none Seven Suites is located in Rome in Via Nicola Zabaglia n. 11, in the central historic district of Testaccio, from which you can reach all major monuments and artistic attractions of the city in few minutes. The charming Rione Testaccio gives you the opportunity to visit archaeological sites, theaters, cultural centers, such as the museum of contemporary art ""Macro Testaccio Rome"", the new headquarters of the historic market Testaccio ideal for any type of purchase, ""Portaportese"" the largest Sunday market in the capital and the famous ""Monte De'Cocci"", an area dedicated to the best restaurants in the Roman culinary tradition, and many more venues. Close to Seven Suites you will also find all kinds of services: bank, supermarket, post office and a parking garage. @ Seven Suites is easy to reach by any means of transport. Piramide and Ostiense Metro stations (from where you can easily reach even the Roman Coast and Ostia Antica) are just at a few minutes walk. From railway central station Roma Termini: Take Metro Line B (direction Laurentina) and get off at Piramide stop. Then walk along Via Galvani until the beginning of Via Nicola Zabaglia. After 100 meters you will see our residence at number 11 on your right. Take the bus number 170 (direction Agricoltura). Get off at Branca (after ten stops), then walk towards Via Rubattino. Once you arrive Piazza Santa Maria Liberatrice, continue for a few meters until you reach number 11 of Via Nicola Zabaglia. From Leonardo da Vinci Airport:  Take the train to Termini station (make only one stop) then take Metro Line B (then follow the above directions) From Ostiense Italo Railway Station:  Take the bus number 83 (Largo Valsabbia  Campo Boerio stop) and get off at the fifth stop Rubattino. A @ @ The price includes breakfast. Check-in: from 14:00 am Check-out: before 10:00 am -In order for us to optimize the Check-In service, we recommend our guests to communicate the expected arrival time. -An additional fee will be applicated in case of late arrivals (after 23:00). -The cost of the extra bed is  30.00 per night, payable on arrival.",0
"Beautiful shared apartment in Haussmanian building with balcony overlooking the Louvre - heart of Paris! 1 large & comfortable living-room, 1 bathroom (w/ separate toilet) and 1 small kitchen. Excellent location, close to Chatelet-Les-Halles (direct access to airport) and many convenience stores and shopping areas in the neighborhood. The apartment's best asset is its prime location: walkable distances to Tuileries garden (5mins), Palais-Royal (3mins), the Louvre (1min), Ile St Louis (15mins) and Notre-Dame (12mins). It has a nice decorative touch and is fully functional.  It is is located on the 2nd floor and the building has a lift (fits 2 people max). Large windows and balcony all around. The kitchen has an oven, microwave, toaster, boiler, juicer, large fridge and is stocked with spices. The bathroom has a tub/shower and is stocked with toiletries. The bedroom available has 1 double bed and there is 1 convertible couch in the living room if needed. none @ The apartment will be shared with 1 person (female, 30) who is pretty busy so you won't run into each other too much! Many buses Metro lines 1,4,7,11 RER A, B, D Taxi stand 4 mins away Full access to shared bathroom and shared kitchen. Access to WIFI, washing machine, fridge and all other amenities. I will be available to help with your questions 24/7 by email and phone. No smoking inside the apartment No outside guests allowed No partying",0
very near train stations easy access to central london @ none @ @ @ @ @ @,3
"The room is one of two in a two room apartment. Furnished in simple scandinavian style; bed (w:120cm), table and 2 chairs. Access to kitchen and bath, shared with one other person. Perfect location near the canal, cafs and the city center. The small bright room is one of two in a two room apartment.  The bed is a futon, width 120cm. Besides this the room is simply furnished with a long work/dining table and three chairs. none The place is in a perfect cosy location on Christianshavn.  Near the canal, green areas, cafs, local upcoming areas of 'Papiren', the city center, museums, shopping, etc. You are welcome to contact me for further information. Obs; We can provide an extra mattress for an extra guest on request. Great walking area, and renting public bicycles can give a good experience of the city.  Easy access to public transport, busses + metro Christianshavn station. Shared kitchen and bath facilities with one other person.   There is a green courtyard also with garden furnitures available to use for the guests. If at all possible we, either I who normally lives in the room or my sweet flatmate, will try to be home to welcome you when you arrive, and otherwise we will arrange that you pick up the keys in a shop or cafe close by.  Depending on the period for your stay the apartment will be otherwise empty, or it will be shared with me or a flatmate who lives in the other room. We like our little place here, so we welcome you to use it like it was yours in that respectful manner, enjoy and take care of our home. No smoking. No loud partying Enjoy your stay : )",2
"This apartment complex is close to many food/fast food chains, public transportation, hospital/clinics and many shopping stores.. Youll love this place because of its decent sized apartment local to public transportation and neighborhood consists of many brownstones buildings.. My place is good for couples and business travelers. This space is unique because it's neither ritzy or poor but pure comfort. none I love that my neighborhood is multi-cultured with diversity from all around the world. Kindly utilize your cell phone maps app to find anything you are looking for as means of information right at your finger tip. It is useful. Public transportation is extremely convenient from this apartment complex. The B49 and B65 bus routes are located directly in front of the building and the Train station is a few blocks is away - approximately a 5 minute walk. @ Please be advised that as your host, I will touch base to make sure all is going well with your stay. - Please leave the home as you check-in. - One Window consists of an air conditioner unit - One Window access is to the fire-escape - No Window-Guards are installed - Access to wifi password  - Please discard any garbage as directed  - Please do not leave air-conditioner unit or heater on all day.  - Please notify host prior to departure for check-out instructions -Have a wonderful stay and Enjoy!",3
"Dear travelers,  Cosy private room available in a shared apartment, just minutes away from Grand Place, Brouckre & Saint Catherine. Plenty of shops, bars & restaurant available in the area. Easy acces to public transportation. The room is at the back of the building, looking-out on a courtyard so city noises are very limited. none Our place is located in a booming area. You'll find plenty of bars & restaurants just a couple of minutes away. A true city life experience. @ Metro: 7 min walk to Brouckre, 3 min walk to Rogier & Yser. 12 min walk to Saint-Catherine.  Train: 10min to the railwaystation Brussel-North, 25min walk to Brussel South. @ @ @",1
"@ Comfortable, well furnished, and efficient - this apartment is ideal for a couple or small family. Located in a quiet, family friendly neighborhood with groceries, restaurants, cafes, shops, and parks nearby. 15 min walk to Jean-Talon Market (Montreal's best public market!). 5 min walk to Fabre subway station for quick and easy access to downtown and other great Montreal neighborhoods and attractions.  One closed bedroom with comfy queen bed.  Sitting room (partially open to bedroom) has small fold out sofa - smaller than double, but larger than single bed (not a real bed mattress).  Living room has futon which folds out to comfortable double bed.  Apartement can accommodate up to 4 adults or a group of 5 people including children. Apartment has full kitchen, washer & dryer, newly renovated tiled bathroom with large shower (no tub).     Dining table with 4 chairs (extras available on request). Street parking is available free of charge (no meters or vignettes required). *************** none @ @ @ @ @ @",1
"Beautiful second floor apartment with all the amenities of home! Centrally located, public transportation nearby, adorable park right across the street on a quiet neighborhood block but still close to the fun! Beautiful second floor apartment with all the amenities of home! Centrally located, public transportation nearby, adorable park right across the street on a quiet neighborhood block but still close to the fun! Free WiFi, Firestick smart TV, backyard, free laundry, cute park across the street, board games, books, coloring books, toys, iron/ironing board, hairdryer, shampoo/conditioner, body wash, coffee/tea, full kitchen with all necessities and more! Plus a little surprise for our guests :) We will respond to texts and calls when we are needed. Friendly neighbors, walking distance to everything, beautifully kept up neighborhood. Bus, train, Divvy (bike sharing), Uber and Lyft are all available nearby! Don't have Uber? Download the Uber app and use this code for a free 15 ride!  emilyd2580ue Don't have Lyft? Download the Lyft app and use this code for Lyft credits!  (URL HIDDEN) Hungry and don't want to leave the house? Download UberEATS and use this code for 15 in free food!  eats-em none Friendly neighbors, walking distance to everything, beautifully kept up neighborhood. @ Bus, train, Divvy (bike sharing), Uber and Lyft are all available nearby! Don't have Uber? Download the Uber app and use this code for a free 15 ride!  emilyd2580ue Don't have Lyft? Download the Lyft app and use this code for Lyft credits!  (URL HIDDEN) Hungry and don't want to leave the house? Download UberEATS and use this code for 15 in free food!  eats-emilyd2580ue Free WiFi, Firestick smart TV, backyard, free laundry, cute park across the street, board games, books, coloring books, toys, iron/ironing board, hairdryer, shampoo/conditioner, body wash, coffee/tea, full kitchen with all necessities and more! Plus a little surprise for our guests :) We will respond to texts and calls when we are needed. We have permanent tenants in the building (below you), please keep noise levels down after 11pm. If you smoke, please do so outside and dispose of cigarette butts in the appropriate receptacles. Please put the garbage on the back porch upon checkout. Thank you!",3
"My place is: 1 mile from Waverley train station and Airlink bus. 0.6 mile from York place (tramway to airport). 1 mile from Princes Street. 1.5 miles to the Castle. 0.6 mile to Calton Hill. 0.7 mile to the Palace of Holyrood (15 minutes) 0.9 mile to the Royal Mile (20 minutes) 1.3 miles to the National Museum of Scotland on Chambers street (20 mins) 1 mile to the Scottish National Gallery on the Mound (20 minutes) My place is good for couples, solo adventurers, and business travellers. Single bedroom facing the back garden that ensures peaceful night (no traffic noise or loud pedestrian) The flat is spacious and quiet on the ground floor. none @ As a vegetarian, I would be grateful if you do not cook meat please. Thank you. TRAMWAY - YORK PLACE STOP is  0.6 mile from York place. 1 mile from Waverley train station and Airlink bus. All the main tourist attractions are within walking distance. Otherwise, a bus stop is just 2 minutes from the flat with buses going to Princes street (Bus 11, 16) , Royal Mile (Bus 7, 14, 49) Rosslyn Chapel (Bus 15), the Botanic Garden (Bus 14) and  the Britannia /the Queen Yacht (Bus 26). Supermarkets are few minutes from the flat (Tesco and Sainsburys) You can have access to the kitchen and living-room. As a vegetarian, I would be grateful if you do not cook meat please. Thank you. There is a share bathroom. I am more than happy to give you informations about places to visit in Edinburgh and any other informations. Please don't hesitate to contact me should you have any queries. Please wash your dishes and keep noise at a reasonable level. Many thanks, Gabrielle",3
"Great location, the apartment cozily host 5 people and it is located in a building dated back to 1700, it has been recently renovated and refurnished. Everything you should see in Rome is at walking distance. Wi fi and air conditioning included. Situated in the heart of the city between Piazza Navona and Pantheon, Sunny Apartment Navona Sq. is on the 4 floor (with private lift) of a 18th century building. The apartment has been totally refurbished and can cosily host up to 5 people. It has a living room with sofa bed , LCD TV, a completely refurbished kitchen, a bathroom with shower, 1 cozy bedroom and one lofted bedroom. The apartment has air conditioning and wifi connection. none Perfect Location to reach all the main attractions like the Pantheon, Piazza Navona, Piazza Venezia, Largo di Torre Argentina. Tourist tax  3.5 per person per night for a maximum of 10 days (children less than 10 years are exempt) Late check in fee after 8.30 pm  30 Late check in fee after midnight  50 Late check in fee after 2 am 100 @ @ @ In Rome there is a city tax of 3.50 euros per person a day (children under 10 years old are exempt). To be paid upon check in",2
